,Fighter Name,Nickname,W,L,D,Height,Weight,Reach,Stance,DOB,Age,SLPM,SAPM,STRA,STRD,TD,TDA,TDD,SUBA
1836,Daijiro Matsui,None,12,24,5,"5' 9""",200 lbs.,NA,Orthodox,5-Dec-72,48,0.84,1.69,0.45,0.55,1.83,0.3,0.43,0.4
1837,Koichiro Matsumoto,None,15,3,1,"5' 7""",145 lbs.,NA,NA,7-Mar-86,34,1.9,3.5,0.26,0.31,0,0,0,0
1838,Naoki Matsushita,None,12,15,11,"5' 6""",155 lbs.,NA,Orthodox,NA,0,3.3,2.2,0.32,0.63,1.5,1,0,0
1839,AJ Matthews,None,6,1,0,"5' 11""",185 lbs.,NA,NA,NA,0,5.11,4.96,0.52,0.51,0,0,1,0
1840,Jake Matthews,The Celtic Kid,16,4,0,"5' 11""",170 lbs.,"73""",Orthodox,19-Aug-94,26,2.8,2.02,0.47,0.51,2.5,0.38,0.61,0.7
1841,Claudio Mattos,Popeye,5,4,0,NA,185 lbs.,NA,Orthodox,NA,0,0,3.53,0,0,0,0,0,0
1842,John Matua,None,1,4,0,"6' 2""",400 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
1843,Francesco Maturi,None,0,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1844,Vladimir Matyushenko,The Janitor,26,7,0,"6' 0""",205 lbs.,"74""",Orthodox,4-Jan-71,49,1.9,1.62,0.44,0.59,3.25,0.46,0.7,0.1
1845,Elaina Maxwell,Beef,6,4,0,"5' 8""",145 lbs.,NA,Orthodox,16-Dec-78,42,2.07,2.4,0.6,0.53,0,0,0.5,1
1846,Jeremy May,None,9,8,0,"6' 1""",185 lbs.,NA,NA,23-Oct-86,34,0,0,0,0,0,0,0,0
1847,Jack May,The Outlaw,7,2,0,"6' 8""",255 lbs.,"79""",Switch,14-Apr-81,39,1.52,3.29,0.38,0.33,0.91,0.33,0.2,0
1848,Don'Tale Mayes,Lord Kong,7,3,0,"6' 6""",260 lbs.,"82""",Orthodox,16-Jan-92,28,1.2,3.17,0.3,0.37,0,0,0.66,0
1849,Gray Maynard,None,14,8,1,"5' 9""",155 lbs.,"70""",Orthodox,9-May-79,41,1.91,2.41,0.32,0.68,2.99,0.47,0.83,0.7
1850,Brooke Mayo,The Bully,0,1,0,"5' 7""",125 lbs.,NA,NA,NA,0,1.92,3.2,0.34,0.63,3.2,0.6,0,2.1
1851,Gina Mazany,Danger,5,3,0,"5' 6""",135 lbs.,"68""",Southpaw,19-Aug-88,32,2.34,1.79,0.56,0.55,4.62,0.71,0.25,0
1852,Sabina Mazo,Colombian Queen,8,1,0,"5' 7""",125 lbs.,"70""",Orthodox,25-Mar-97,23,6.44,3.27,0.45,0.66,1.33,1,0.88,0
1853,Scott McAfee,None,10,4,0,"5' 8""",155 lbs.,NA,Orthodox,23-Aug-83,37,0,1.33,0,0.5,0,0,0,0
1854,Bobby McAndrews,None,1,3,0,NA,NA,NA,Orthodox,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1855,Michael McBride,None,8,3,0,"6' 1""",155 lbs.,"75""",Orthodox,9-Mar-86,34,4.08,5.85,0.48,0.4,1.85,0.42,0.3,1.2
1856,Ian McCall,Uncle Creepy,13,5,1,"5' 5""",125 lbs.,"64""",Orthodox,7-May-84,36,3.59,3.25,0.39,0.67,2.08,0.3,0.88,0
1857,Molly McCann,Meatball,10,2,0,"5' 4""",125 lbs.,"62""",Orthodox,4-May-90,30,6.49,4.95,0.49,0.68,2.59,0.33,0.4,0.9
1858,Charles McCarthy,Chainsaw,10,5,0,"5' 10""",185 lbs.,"71""",Orthodox,6-Aug-80,40,0.18,4.03,0.12,0.56,2.67,0.6,0,2.7
1859,Sean McCorkle,None,13,2,0,"6' 7""",265 lbs.,"81""",Orthodox,17-Jul-76,44,0.85,2.48,0.44,0.52,2.12,0.4,0.33,4.2
1860,Kris McCray,Savage,6,3,0,"6' 0""",170 lbs.,"76""",Orthodox,24-Sep-81,39,2.69,2.57,0.45,0.54,2.88,0.55,0.38,0
1861,Tamdan McCrory,The Barncat,14,5,0,"6' 4""",185 lbs.,"78""",Switch,5-Nov-86,34,2.07,1.6,0.49,0.46,2.28,0.5,0.33,2.5
1862,Rob McCullough,Razor,19,8,0,"5' 9""",155 lbs.,"69""",Orthodox,26-May-77,43,2.47,2.84,0.36,0.59,0.46,1,0.68,0
1863,Justin McCully,The Insane One,10,5,2,"6' 1""",225 lbs.,"73""",Orthodox,18-Feb-76,44,1.58,2.02,0.37,0.46,1.28,0.44,0.43,0
1864,Bubba McDaniel,The Menace,21,8,0,"6' 3""",185 lbs.,"75""",Southpaw,3-May-83,37,1.64,1.98,0.44,0.56,0.93,0.5,0.5,1.4
1865,Michael McDonald,The Black Sniper,1,1,0,"5' 9""",135 lbs.,"70""",Orthodox,15-Jan-91,29,0,0.4,0,0.5,0,0,0,0
1866,Michael McDonald,The Black Sniper,1,1,0,"5' 9""",135 lbs.,"70""",Orthodox,15-Jan-91,29,2.69,2.76,0.42,0.57,1.09,0.66,0.52,1.4
1867,Michael McDonald,Mayday,17,4,0,"5' 9""",135 lbs.,"70""",Orthodox,15-Jan-91,29,0,0.4,0,0.5,0,0,0,0
1868,Michael McDonald,Mayday,17,4,0,"5' 9""",135 lbs.,"70""",Orthodox,15-Jan-91,29,2.69,2.76,0.42,0.57,1.09,0.66,0.52,1.4
1869,Scott McDonald,None,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1870,Josh McDonald,None,8,4,0,NA,185 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1871,Miles McDonald,None,2,1,0,"5' 7""",115 lbs.,NA,NA,13-Aug-91,29,5.1,4,0.45,0.43,0,0,1,1
1872,Justin McElfresh,None,6,4,0,"6' 6""",205 lbs.,NA,Orthodox,4-Jan-80,40,4.59,12.79,0.26,0.41,0,0,0,0
1873,Drew McFedries,The Massacre,10,6,0,"6' 0""",185 lbs.,"72""",Southpaw,27-Jul-78,42,5.13,4.56,0.51,0.52,1.42,1,0.56,0.7
1874,Liam McGeary,None,12,2,0,"6' 6""",205 lbs.,NA,NA,4-Oct-82,38,1.28,1.92,0.48,0.5,0.51,1,0,2.5
1875,Gan McGee,The Giant,13,5,0,"6' 10""",265 lbs.,NA,Orthodox,20-Nov-76,44,2.2,2.31,0.29,0.59,0.65,0.25,0.83,0
1876,Court McGee,The Crusher,20,9,0,"5' 11""",170 lbs.,"75""",Orthodox,12-Dec-84,36,4.83,3.57,0.35,0.63,1.98,0.24,0.6,0.5
1877,Kelly Velasco,Killer,2,1,0,"5' 9""",135 lbs.,NA,Orthodox,21-May-95,25,2.27,5.67,0.35,0.47,0,0,1,0
1878,Ryan McGillivray,The Kid,11,5,1,"5' 11""",170 lbs.,NA,NA,27-Sep-86,34,1.27,2.2,0.2,0.52,0,0,0.44,0
1879,Ryan McGivern,None,13,7,0,"6' 0""",185 lbs.,NA,Orthodox,17-Jan-80,40,2.22,2.22,0.29,0.57,0,0,0,0
1880,Jack McGlaughlin,None,1,4,0,NA,NA,NA,Orthodox,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1881,Conor McGregor,The Notorious,22,4,0,"5' 9""",155 lbs.,"74""",Southpaw,14-Jul-88,32,5.82,4.55,0.47,0.57,0.92,0.62,0.73,0
1882,Greg McIntyre,None,6,4,0,"5' 10""",155 lbs.,NA,Orthodox,21-Apr-80,40,0.79,1.36,0.3,0.41,5.09,0.5,0,0
1883,Antonio McKee,Mandingo,26,5,2,"5' 8""",155 lbs.,NA,Southpaw,12-Mar-70,50,1.37,0.74,0.45,0.74,1.47,0.33,0.57,0
1884,AJ McKee,Mercenary,8,0,0,"5' 10""",145 lbs.,NA,NA,NA,0,2.75,0.92,0.32,0.8,11.01,1,1,11
1885,Tim McKenzie,None,13,8,0,"6' 0""",185 lbs.,"74""",Orthodox,21-Jul-82,38,1.37,2.96,0.54,0.44,0,0,0.28,2.1
1886,Cody McKenzie,None,14,4,0,"6' 0""",155 lbs.,"72""",Switch,16-Dec-87,33,1.74,2.5,0.34,0.67,2.5,0.25,0.14,2.5
1887,Terrance McKinney,T.Wrecks,7,1,0,NA,155 lbs.,NA,NA,15-Sep-94,26,NA,NA,NA,NA,NA,NA,NA,NA
1888,Brian McLaughlin,None,6,2,0,"5' 9""",155 lbs.,NA,NA,12-May-84,36,0,0,0,0,0,0,0,0
1889,Jason McLean,None,6,4,0,"5' 5""",145 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1890,Garreth McLellan,Soldier Boy,13,6,0,"6' 1""",185 lbs.,"72""",Southpaw,1-Sep-82,38,3.56,2.94,0.54,0.45,1.15,0.22,0.34,0.9
1891,Sara McMann,None,12,5,0,"5' 6""",135 lbs.,"66""",Orthodox,24-Sep-80,40,2.46,2.02,0.46,0.48,4.76,0.66,0.66,0.6
1892,James McSweeney,The Hammer,6,9,0,"6' 4""",230 lbs.,"77""",Switch,24-Oct-80,40,3.94,4.33,0.55,0.42,0.52,0.33,1,1.1
1893,Charles McTorry,None,2,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1894,Daniel McWilliams,The Animal,9,19,0,"6' 1""",185 lbs.,NA,NA,NA,0,3.36,0,0.77,0,0,0,1,21.6
1895,Tim Means,The Dirty Bird,29,12,1,"6' 2""",170 lbs.,"75""",Orthodox,20-Feb-84,36,4.35,2.98,0.44,0.64,0.72,0.44,0.63,0.2
1896,Yancy Medeiros,None,15,7,0,"5' 10""",155 lbs.,"75""",Orthodox,7-Sep-87,33,4.35,5.19,0.36,0.48,0.16,0.33,0.82,0.7
1897,Anistavio Medeiros,Gasparzinho,15,8,0,"5' 6""",145 lbs.,NA,Orthodox,1-May-88,32,3.64,5,0.44,0.47,0,0,0,0
1898,Kaline Medeiros,The Dark Angel,8,5,0,"5' 3""",115 lbs.,NA,NA,NA,0,2.06,0.29,0.7,0.83,4.41,1,0,4.4
1899,Todd Medina,El Tiburon,11,9,0,"5' 10""",193 lbs.,NA,Southpaw,NA,0,0,0,0,0,0,0,0,0
1900,Jason Medina,None,21,13,1,"5' 9""",180 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1901,Alton Meeks,Murda,3,1,0,"6' 5""",265 lbs.,"75""",Orthodox,5-Apr-94,26,NA,NA,NA,NA,NA,NA,NA,NA
1902,Gerald Meerschaert,GM3,30,12,0,"6' 1""",185 lbs.,"77""",Southpaw,18-Dec-87,33,3.38,4.22,0.44,0.51,2.24,0.3,0.57,1.5
1903,Frank Megallon,None,2,3,0,"5' 10""",185 lbs.,NA,Southpaw,NA,0,1.14,5.32,0.21,0.54,0,0,0,0
1904,Derrick Mehmen,Caveman,12,4,0,"6' 4""",205 lbs.,NA,NA,30-May-85,35,1.93,4.53,0.14,0.48,1,0.16,0,0
1905,Miika Mehmet,None,3,4,0,NA,205 lbs.,NA,Orthodox,NA,0,0.33,7.29,0.12,0.24,0,0,0,0
1906,Jordan Mein,Young Gun,31,12,0,"6' 0""",170 lbs.,"73""",Orthodox,10-Oct-89,31,3.69,2.97,0.45,0.68,1.15,0.5,0.62,0.1
1907,Bryce Mejia,None,3,1,0,"6' 1""",170 lbs.,NA,NA,NA,0,3.49,6.98,0.62,0.5,0,0,0,0
1908,Brian Melancon,None,7,3,0,"5' 8""",170 lbs.,"72""",Orthodox,28-May-82,38,4.18,3.64,0.49,0.64,2.02,1,0.66,0
1909,Brandon Melendez,The Murderer,26,21,0,"5' 11""",155 lbs.,NA,Southpaw,24-Mar-83,37,0.84,0.56,0.26,0.63,0,0,0.25,0
1910,Gilbert Melendez,El Nino,22,8,0,"5' 9""",145 lbs.,"73""",Orthodox,12-Apr-82,38,3.51,2.35,0.33,0.64,1.7,0.42,0.71,0.2
1911,Marcelo Mello,None,1,0,0,"5' 7""",170 lbs.,NA,Southpaw,NA,0,0,0,0,0,0,0,0,0
1912,Fabio Mello,None,8,6,0,"5' 5""",155 lbs.,NA,Southpaw,NA,0,0.86,3.94,0.35,0.5,0,0,0,0
1913,Antonio Mendes,Samurai,17,10,0,"6' 3""",205 lbs.,"77""",Southpaw,19-Apr-81,39,1.34,6.85,0.47,0.22,2.51,0.5,1,0
1914,Chad Mendes,Money,18,5,0,"5' 6""",145 lbs.,"66""",Orthodox,1-May-85,35,2.7,2.16,0.49,0.68,4.16,0.54,1,0.3
1915,Augusto Mendes,Tanquinho,6,2,0,"5' 6""",135 lbs.,"65""",Orthodox,3-Mar-83,37,2.42,3.91,0.34,0.56,1.75,0.33,0.8,0
1916,Eddie Mendez,None,7,2,1,"5' 10""",185 lbs.,"76""",NA,16-Jan-84,36,1.71,3.43,0.33,0.11,0,0,0,0
1917,Luis Mendoza,None,0,1,0,NA,155 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1918,Pietro Menga,The Italian Stallion,13,0,0,"5' 7""",125 lbs.,"68""",Southpaw,15-Feb-88,32,0,0,0,0,0,0,0,0
1919,Alonzo Menifield,None,9,0,0,"6' 0""",205 lbs.,"76""",Orthodox,18-Oct-87,33,3.2,1.42,0.4,0.5,0,0,0.6,0
1920,Ivan Menjivar,The Pride of El Salvador,25,12,0,"5' 6""",145 lbs.,"64""",Orthodox,30-May-82,38,2.78,2.76,0.37,0.65,0.56,0.28,0.38,1
1921,Dave Menne,The Warrior,44,16,2,"5' 10""",170 lbs.,NA,Orthodox,29-Jul-74,46,1.84,1.99,0.44,0.42,0.46,0.5,0.57,2.5
1922,Steve Mensing,The Machine,7,11,2,"5' 11""",185 lbs.,NA,Orthodox,6-Dec-77,43,0,9.51,0,0.42,0,0,0,0
1923,Buck Meredith,None,3,3,0,"6' 2""",185 lbs.,NA,NA,17-May-82,38,0,0,0,0,0,0,0,0
1924,Adam Meredith,None,3,1,0,"6' 2""",170 lbs.,NA,NA,NA,0,2.63,2.11,0.5,0.55,7.89,1,1,7.9
1925,Joe Merritt,Joey Slash,6,1,0,"6' 0""",170 lbs.,"73""",Orthodox,7-Mar-84,36,1.53,0.73,0.58,0.66,0,0,0.68,0
1926,Jeremiah Metcalf,None,13,7,0,"6' 1""",185 lbs.,NA,Orthodox,NA,0,1.74,0.27,0.59,0.6,4.02,0.66,1,2
1927,Jonathan Meunier,The French Spider,8,1,0,"6' 3""",170 lbs.,"75""",Switch,4-Aug-87,33,3.47,1.43,0.5,0.69,0.58,0.33,0.58,0
1928,Yaotzin Meza,None,21,11,0,"5' 9""",145 lbs.,"74""",Orthodox,4-Feb-81,39,1.43,1.62,0.41,0.64,1.06,0.2,0.18,1.4
1929,Guy Mezger,None,30,14,2,"6' 1""",200 lbs.,NA,Orthodox,1-Jan-68,52,2.3,1.36,0.32,0.72,0.39,0.5,0.88,0
1930,Brandon Michaels,None,1,4,0,"5' 9""",185 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1931,David Michaud,BullDawg,8,2,0,"5' 9""",155 lbs.,"72""",Orthodox,10-Nov-88,32,3.25,4.45,0.43,0.54,2.53,0.58,0.77,0.7
1932,Chris Mickle,None,28,16,2,"5' 9""",145 lbs.,NA,Orthodox,10-Jul-83,37,3.03,9.7,0.27,0.48,0,0,0,0
1933,Zachary Micklewright,None,11,3,0,"6' 0""",155 lbs.,"74""",Southpaw,21-Aug-76,44,5.56,4.72,0.53,0.54,0.7,0.12,1,0
1934,Kristof Midoux,The Hurricane,6,10,0,"6' 1""",220 lbs.,NA,Orthodox,30-Jul-74,46,0.7,2.89,0.43,0.49,0,0,0,0
1935,Keith Mielke,None,0,5,0,"5' 8""",185 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1936,Chris Mierzwiak,None,3,1,0,"6' 1""",185 lbs.,NA,NA,14-Feb-88,32,1.6,1.73,0.61,0.48,2,0.28,0,1
1937,Gabriel Miglioli,Biel,9,9,0,"5' 8""",170 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1938,Bojan Mihajlovic,None,10,6,0,"5' 11""",205 lbs.,"73""",Orthodox,30-Mar-80,40,1.23,5.95,0.35,0.47,0,0,0.33,0
1939,Billy Miles,The Kid,2,2,0,"5' 10""",170 lbs.,NA,Orthodox,28-Apr-78,42,0,1.25,0,0.33,0,0,0,0
1940,Pat Miletich,The Croatian Sensation,29,7,2,"5' 10""",170 lbs.,NA,Orthodox,9-Mar-68,52,1.79,1.66,0.45,0.63,1.96,1,0.54,1
1941,Curtis Millender,Curtious,17,5,0,"6' 2""",170 lbs.,"76""",Orthodox,1-Dec-87,33,3.66,2.8,0.39,0.6,1.17,1,0.75,0
1942,Phillip Miller,None,16,0,0,"5' 11""",185 lbs.,NA,Orthodox,20-Feb-79,41,1.61,1.93,0.54,0.5,3.62,0.25,1,0.6
1943,Jason Miller,Mayhem,34,10,0,"6' 1""",185 lbs.,"72""",Orthodox,24-Dec-80,40,1.83,2.3,0.43,0.49,1.31,0.28,0.43,1.3
1944,Dan Miller,None,14,8,0,"6' 1""",185 lbs.,"74""",Orthodox,30-Jun-81,39,2.03,3.06,0.36,0.49,1.67,0.54,0.47,1.8
1945,Jim Miller,A-10,31,14,0,"5' 8""",155 lbs.,"71""",Southpaw,30-Aug-83,37,2.75,2.84,0.4,0.6,1.63,0.4,0.47,1.9
1946,Cole Miller,Magrinho,21,11,0,"6' 1""",145 lbs.,"74""",Orthodox,26-Apr-84,36,3,3.88,0.33,0.59,0.6,0.36,0.38,1.8
1947,Henry Miller,Sentoryu,6,13,0,"5' 7""",270 lbs.,NA,Southpaw,16-Jul-69,51,1.25,2.16,0.36,0.54,0.55,0.25,0.6,0
1948,Micah Miller,Maverick,17,4,0,"6' 0""",145 lbs.,NA,Orthodox,14-Feb-87,33,1.33,2.15,0.33,0.54,0.98,0.37,0.21,2
1949,Aaron Miller,Blood Spiller,14,10,0,"5' 9""",145 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1950,Eddy Millis,None,0,2,0,"6' 1""",185 lbs.,NA,NA,NA,0,0,3.36,0,0.22,0,0,0,7.2
1951,Che Mills,Beautiful,15,5,0,"6' 1""",170 lbs.,"76""",Orthodox,29-Sep-82,38,2.08,2.87,0.52,0.43,1.18,0.66,0.58,0
1952,Adam Milstead,The Prototype,8,3,0,"6' 3""",205 lbs.,"76""",Orthodox,3-Jul-87,33,3.93,4.27,0.5,0.51,0,0,0.52,0
1953,Alberto Mina,Soldier of God,13,1,0,"6' 0""",170 lbs.,"77""",Orthodox,2-May-82,38,4.65,4.34,0.46,0.44,2.35,0.21,0.5,0
1954,Vitaly Minakov,None,20,0,0,"6' 2""",249 lbs.,NA,NA,6-Feb-85,35,0,0,0,0,0,0,0,0
1955,Mike Minniger,None,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1956,Ikuhisa Minowa,Minowaman,51,32,8,"5' 9""",181 lbs.,NA,Orthodox,12-Jan-76,44,0.88,1.66,0.4,0.49,1.82,0.41,0.05,1.9
1957,Stipe Miocic,None,19,3,0,"6' 4""",240 lbs.,"80""",Orthodox,19-Aug-82,38,5.15,3.3,0.5,0.61,2.1,0.35,0.72,0
1958,Frank Mir,None,18,11,0,"6' 3""",264 lbs.,"79""",Southpaw,24-May-79,41,2.18,3.84,0.47,0.38,2.02,0.4,0.54,2
1959,Juan Miranda,None,7,4,0,NA,155 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1960,Mario Miranda,None,12,3,0,"6' 3""",185 lbs.,"74""",Orthodox,12-Jul-79,41,1.96,2.46,0.54,0.36,1.02,0.6,0.54,0
1961,Vitor Miranda,Lex Luthor,13,7,0,"6' 1""",185 lbs.,"77""",Orthodox,10-Mar-79,41,3.39,2.89,0.46,0.57,0.47,0.4,0.51,0
1962,Damir Mirenic,Wolf,8,4,0,"6' 0""",185 lbs.,NA,Orthodox,2-Aug-74,46,0.84,9.86,0.5,0.35,0,0,0,0
1963,Kazuo Misaki,Hitman,24,11,2,"5' 8""",183 lbs.,NA,Orthodox,25-Apr-76,44,2.85,2.74,0.4,0.63,0.72,0.38,0.51,0.6
1964,Toby Misech,2 Quick,10,5,0,"5' 8""",145 lbs.,NA,Southpaw,7-Mar-88,32,NA,NA,NA,NA,NA,NA,NA,NA
1965,Dokonjonosuke Mishima,None,20,7,2,"5' 7""",155 lbs.,NA,Southpaw,19-Apr-72,48,1.06,1.22,0.41,0.52,2.47,0.4,0.25,1.4
1966,Felix Lee Mitchell,None,2,7,0,NA,NA,NA,Orthodox,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1967,David Mitchell,Daudi,12,4,0,"6' 0""",170 lbs.,"76""",Orthodox,24-Oct-79,41,1.74,2.06,0.32,0.55,0.66,0.5,0.29,2
1968,Danny Mitchell,The Cheesecake Assassin,14,6,1,"6' 2""",170 lbs.,"74""",Orthodox,8-Aug-86,34,2.53,2.53,0.49,0.52,0,0,1,3
1969,Brad Mitchell,None,4,2,0,"5' 11""",145 lbs.,NA,NA,10-Oct-74,46,1.15,4.2,0.33,0.52,0,0,1,1.9
1970,Clay Mitchell,None,1,2,0,"6' 2""",185 lbs.,NA,NA,NA,0,1.63,0,0.85,0,0,0,1,4.1
1971,Bryce Mitchell,Thug Nasty,12,1,0,"5' 10""",145 lbs.,NA,Southpaw,4-Oct-94,26,2.05,1.36,0.59,0.58,2.13,0.41,0.33,2.7
1972,Maurice Mitchell,The AK Kid,11,1,0,"5' 9""",145 lbs.,NA,Orthodox,29-Jun-87,33,NA,NA,NA,NA,NA,NA,NA,NA
1973,Roman Mitichyan,None,7,3,0,"5' 10""",170 lbs.,NA,Orthodox,4-Sep-78,42,0.26,2.7,0.16,0.43,1.93,1,0.25,1.9
1974,Matt Mitrione,None,9,5,0,"6' 3""",265 lbs.,"79""",Switch,15-Jul-78,42,3.55,2.79,0.5,0.64,0,0,0.55,0.7
1975,Eiji Mitsuoka,None,18,9,2,"5' 7""",145 lbs.,NA,Southpaw,1-Jan-76,44,1.49,2.26,0.49,0.45,2.3,0.36,0.2,1.6
1976,Hiromitsu Miura,None,9,6,0,"5' 9""",170 lbs.,"71""",Orthodox,22-Sep-81,39,2.12,2.12,0.34,0.58,2.23,0.5,0.69,0.6
1977,Tomoya Miyashita,None,17,9,7,"5' 7""",139 lbs.,NA,Southpaw,NA,0,1.67,0.93,0.65,0.33,4,0.8,0,2
1978,Kazuyuki Miyata,None,11,8,0,"5' 8""",139 lbs.,NA,Orthodox,NA,0,2.04,1.82,0.52,0.63,4.31,0.46,0.68,0
1979,Motoki Miyazawa,None,7,3,0,"5' 11""",168 lbs.,NA,Southpaw,NA,0,1.23,3.91,0.28,0.61,0,0,0,0
1980,Takeya Mizugaki,None,21,11,2,"5' 7""",135 lbs.,"68""",Orthodox,16-Dec-83,37,3.37,3.27,0.37,0.57,1.46,0.57,0.7,0.1
1981,Tatsuya Mizuno,None,10,7,1,"6' 1""",205 lbs.,NA,Southpaw,2-Jun-81,39,2.25,3.52,0.37,0.53,1.19,0.25,0.4,3.6
1982,Roxanne Modafferi,The Happy Warrior,24,17,0,"5' 7""",125 lbs.,"69""",NA,24-Sep-82,38,3.94,6.32,0.3,0.51,1.07,0.11,0.42,0.3
1983,Bobby Moffett,The Wolfman,14,5,0,"5' 10""",145 lbs.,"74""",Orthodox,1-Jun-90,30,NA,NA,NA,NA,NA,NA,NA,NA
1984,Bronson Mohika,None,1,1,0,NA,135 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1985,Nate Mohr,None,9,7,0,"5' 9""",155 lbs.,"72""",Orthodox,3-Mar-83,37,3.79,2.5,0.41,0.74,0.45,0.5,0.71,0
1986,Thiago Moises,None,12,4,0,"5' 9""",155 lbs.,"70""",Orthodox,23-Mar-95,25,2.68,3.54,0.43,0.57,1.1,0.28,0.68,1.6
1987,Ashkan Mokhtarian,The Assassin,13,3,0,"5' 6""",125 lbs.,"67""",Southpaw,15-Sep-85,35,1.95,3.66,0.43,0.43,0.54,0.16,0.33,0
1988,Suman Mokhtarian,None,8,5,0,"5' 10""",145 lbs.,"67""",Orthodox,13-Jun-92,28,2.21,6.85,0.43,0.48,0,0,0,0
1989,Rudyard Moncayo,None,0,3,0,"5' 10""",195 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
1990,Hidetaka Monma,None,17,10,4,"6' 0""",168 lbs.,NA,Orthodox,23-Oct-73,47,1.67,9.76,0.25,0.34,0,0,0,0
1991,Jeff Monson,The Snowman,43,12,1,"5' 9""",247 lbs.,"74""",Orthodox,18-Jan-71,49,0.97,2.87,0.3,0.59,1.06,0.12,0.66,0.7
1992,Darrell Montague,Mongoose,13,5,0,"5' 6""",125 lbs.,"67""",Southpaw,3-Nov-87,33,1.92,5.38,0.25,0.52,0.72,0.25,0.33,1.4
1993,Andrew Montanez,None,9,12,1,NA,185 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
1994,Augusto Montano,Dodger,15,3,0,"6' 1""",170 lbs.,"73""",Orthodox,25-Oct-84,36,3.46,2.66,0.46,0.56,0,0,0.66,0
1995,Erick Montano,Perry,8,5,0,"6' 0""",170 lbs.,"73""",Orthodox,19-Nov-85,35,2.79,2.06,0.44,0.64,2.29,0.36,0.66,0
1996,Nicco Montano,None,5,3,0,"5' 5""",125 lbs.,"65""",Southpaw,16-Dec-88,32,7.44,5.28,0.4,0.67,1.8,0.5,0.77,0.6
1997,Steve Montgomery,The Creepy Weasel,8,4,0,"6' 4""",185 lbs.,"75""",Southpaw,19-Dec-90,30,4.85,4.12,0.39,0.47,0,0,0.64,0
1998,James Moontasri,Moon Walker,9,5,0,"5' 10""",170 lbs.,"71""",Switch,10-Apr-88,32,2.39,3.86,0.48,0.4,0,0,0.79,0.2
1999,Homer Moore,The Rock,25,9,2,"5' 10""",205 lbs.,NA,Orthodox,27-Nov-71,49,0.68,0.68,0.5,0,5.07,0.66,0,0
2000,Todd Moore,None,14,5,0,"5' 9""",170 lbs.,"71""",Southpaw,30-Dec-83,37,1.83,2.3,0.26,0.57,0.78,0.14,0.54,0
2001,Nate Moore,None,7,3,0,"6' 0""",170 lbs.,NA,NA,NA,0,2.21,2.87,0.25,0.42,1.23,0.16,0.25,0
2002,Dustin Moore,None,0,2,0,"5' 4""",125 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2003,Sergio Moraes,The Panther,14,7,1,"6' 0""",170 lbs.,"72""",Orthodox,23-Jul-82,38,2.39,2.8,0.45,0.65,1.13,0.3,0.75,0.4
2004,Marlon Moraes,Magic,23,6,1,"5' 6""",135 lbs.,"67""",Orthodox,26-Apr-88,32,2.97,2.87,0.31,0.64,0.5,0.25,0.6,0.5
2005,Sheymon Moraes,None,11,4,0,"5' 8""",145 lbs.,"72""",Orthodox,11-Oct-90,30,1.24,2.34,0.58,0.51,0,0,0.26,0
2006,John Moraga,Chicano,19,7,0,"5' 6""",125 lbs.,"66""",Orthodox,20-Mar-84,36,2.57,2.67,0.42,0.56,0.72,0.25,0.42,1
2007,Ricardo Morais,The Mutant,10,4,1,"6' 8""",270 lbs.,NA,Orthodox,26-Feb-67,53,2.86,2.39,0.37,0.53,0,0,0,0
2008,Leonardo Morales,Chimy,5,2,0,"5' 8""",135 lbs.,"68""",Southpaw,22-Dec-92,28,2.05,2.05,0.47,0.58,0,0,0.62,0
2009,Albert Morales,The Warrior,7,4,1,"5' 9""",135 lbs.,"72""",Orthodox,25-May-91,29,3.63,3.95,0.34,0.55,1,0.33,0.66,0.2
2010,Joseph Morales,Bopo,9,2,0,"5' 6""",125 lbs.,"69""",Switch,22-Aug-94,26,3.05,0.51,0.54,0.66,0,0,0,3.8
