,R_fighter,B_fighter,date,location,Weight Class,Championship Bout,Format,Winner,last_round,win_by,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_SIG_STR_pct,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TOTAL_STR_pct,R_TD,R_TD_ATT,R_TD_pct,R_SUB_ATT,R_PASS,R_REV,R_HEAD,R_HEAD_ATT,R_HEAD_pct,R_BODY,R_BODY_ATT,R_BODY_pct,R_LEG,R_LEG_ATT,R_LEG_pct,R_CLINCH,R_CLINCH_ATT,R_CLINCH_pct,R_GROUND,R_GROUND_ATT,R_GROUND_pct,R_DIST,R_DIST_ATT,R_DIST_pct,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_SIG_STR_pct,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TOTAL_STR_pct,B_TD,B_TD_ATT,B_TD_pct,B_SUB_ATT,B_PASS,B_REV,B_HEAD,B_HEAD_ATT,B_HEAD_pct,B_BODY,B_BODY_ATT,B_BODY_pct,B_LEG,B_LEG_ATT,B_LEG_pct,B_CLINCH,B_CLINCH_ATT,B_CLINCH_pct,B_GROUND,B_GROUND_ATT,B_GROUND_pct,B_DIST,B_DIST_ATT,B_DIST_pct
4207,Tim Credeur,Cale Yarbrough,7/19/2008,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Tim Credeur,1,KO/TKO,1,19,68,0.27,19,68,0.27941176470588236,0,0,0.0,0,0,0,19,66,0.2878787878787879,0,2,0.0,0,0,0.0,0,0,0.0,2,2,1.0,17,66,0.25757575757575757,0,6,22,0.27,6,22,0.2727272727272727,0,0,0.0,0,0,0,2,17,0.11764705882352941,2,2,1.0,2,3,0.6666666666666666,0,0,0.0,0,0,0.0,6,22,0.2727272727272727
4208,Rory Markham,Brodie Farber,7/19/2008,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Rory Markham,1,KO/TKO,1,6,22,0.27,6,22,0.2727272727272727,0,0,0.0,0,0,0,5,21,0.23809523809523808,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,5,21,0.23809523809523808,0,18,32,0.56,18,32,0.5625,0,0,0.0,0,0,0,16,30,0.5333333333333333,0,0,0.0,2,2,1.0,1,2,0.5,0,0,0.0,17,30,0.5666666666666667
4209,Nate Loughran,Johnny Rees,7/19/2008,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Nate Loughran,1,Submission,0,1,3,0.33,10,12,0.8333333333333334,0,0,0.0,2,0,0,0,0,0.0,0,2,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,3,0.3333333333333333,0,7,15,0.46,10,19,0.5263157894736842,0,0,0.0,0,0,0,6,14,0.42857142857142855,1,1,1.0,0,0,0.0,0,0,0.0,5,9,0.5555555555555556,2,6,0.3333333333333333
4210,Brad Blackburn,James Giboo,7/19/2008,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Brad Blackburn,2,KO/TKO,4,53,87,0.6,84,120,0.7,0,0,0.0,0,0,0,46,77,0.5974025974025974,4,5,0.8,3,5,0.6,5,8,0.625,18,27,0.6666666666666666,30,52,0.5769230769230769,0,9,33,0.27,14,38,0.3684210526315789,0,6,0.0,0,0,0,4,28,0.14285714285714285,3,3,1.0,2,2,1.0,0,1,0.0,0,0,0.0,9,32,0.28125
4211,Shannon Gugerty,Dale Hartt,7/19/2008,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Shannon Gugerty,1,Submission,0,3,8,0.37,16,23,0.6956521739130435,1,1,1.0,2,3,0,1,5,0.2,0,0,0.0,2,3,0.6666666666666666,0,0,0.0,1,4,0.25,2,4,0.5,0,1,6,0.16,2,7,0.2857142857142857,0,0,0.0,2,0,0,0,4,0.0,0,0,0.0,1,2,0.5,0,0,0.0,0,0,0.0,1,6,0.16666666666666666
4212,Forrest Griffin,Rampage Jackson,7/5/2008,"Las Vegas, Nevada, USA",Light Heavyweight,YES,5 Rnd (5-5-5-5-5),Forrest Griffin,5,Decision - Unanimous,0,77,276,0.27,113,326,0.34662576687116564,0,1,0.0,3,3,0,31,205,0.15121951219512195,11,25,0.44,35,46,0.7608695652173914,8,12,0.6666666666666666,13,28,0.4642857142857143,56,236,0.23728813559322035,1,50,138,0.36,73,163,0.44785276073619634,0,1,0.0,0,0,0,38,125,0.304,9,10,0.9,3,3,1.0,13,19,0.6842105263157895,7,11,0.6363636363636364,30,108,0.2777777777777778
4213,Patrick Cote,Ricardo Almeida,7/5/2008,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Patrick Cote,3,Decision - Split,0,24,64,0.37,39,80,0.4875,0,0,0.0,0,0,0,13,52,0.25,3,4,0.75,8,8,1.0,5,8,0.625,3,4,0.75,16,52,0.3076923076923077,0,26,62,0.41,36,72,0.5,2,11,0.18,2,3,0,15,50,0.3,11,12,0.9166666666666666,0,0,0.0,2,2,1.0,15,21,0.7142857142857143,9,39,0.23076923076923078
4214,Joe Stevenson,Gleison Tibau,7/5/2008,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Joe Stevenson,2,Submission,1,12,27,0.44,13,28,0.4642857142857143,1,3,0.33,2,0,0,8,23,0.34782608695652173,3,3,1.0,1,1,1.0,4,5,0.8,2,2,1.0,6,20,0.3,0,4,24,0.16,28,48,0.5833333333333334,5,5,1.0,1,2,0,4,24,0.16666666666666666,0,0,0.0,0,0,0.0,0,3,0.0,1,1,1.0,3,20,0.15
4215,Josh Koscheck,Chris Lytle,7/5/2008,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Josh Koscheck,3,Decision - Unanimous,0,38,58,0.65,103,125,0.824,2,4,0.5,0,3,0,33,53,0.6226415094339622,3,3,1.0,2,2,1.0,4,5,0.8,29,38,0.7631578947368421,5,15,0.3333333333333333,0,16,65,0.24,43,93,0.46236559139784944,0,0,0.0,5,0,0,11,56,0.19642857142857142,3,4,0.75,2,5,0.4,2,3,0.6666666666666666,0,0,0.0,14,62,0.22580645161290322
4216,Tyson Griffin,Marcus Aurelio,7/5/2008,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Tyson Griffin,3,Decision - Unanimous,0,92,175,0.52,144,227,0.6343612334801763,3,3,1.0,0,0,0,47,107,0.4392523364485981,24,42,0.5714285714285714,21,26,0.8076923076923077,8,11,0.7272727272727273,20,32,0.625,64,132,0.48484848484848486,0,20,80,0.25,41,102,0.4019607843137255,0,4,0.0,1,0,0,13,73,0.1780821917808219,6,6,1.0,1,1,1.0,7,8,0.875,0,0,0.0,13,72,0.18055555555555555
4217,Gabriel Gonzaga,Justin McCully,7/5/2008,"Las Vegas, Nevada, USA",Heavyweight,NO,3 Rnd (5-5-5),Gabriel Gonzaga,1,Submission,0,6,8,0.75,16,19,0.8421052631578947,1,1,1.0,1,2,0,1,3,0.3333333333333333,2,2,1.0,3,3,1.0,0,0,0.0,3,4,0.75,3,4,0.75,0,2,9,0.22,2,9,0.2222222222222222,0,0,0.0,0,0,0,0,5,0.0,0,0,0.0,2,4,0.5,0,0,0.0,0,0,0.0,2,9,0.2222222222222222
4218,Cole Miller,Jorge Gurgel,7/5/2008,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Cole Miller,3,Submission,0,41,141,0.29,59,159,0.3710691823899371,1,2,0.5,2,2,1,24,111,0.21621621621621623,12,25,0.48,5,5,1.0,7,18,0.3888888888888889,10,12,0.8333333333333334,24,111,0.21621621621621623,0,54,127,0.42,76,151,0.5033112582781457,3,3,1.0,0,1,1,34,101,0.33663366336633666,0,2,0.0,20,24,0.8333333333333334,13,24,0.5416666666666666,3,8,0.375,38,95,0.4
4219,Melvin Guillard,Dennis Siver,7/5/2008,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Melvin Guillard,1,KO/TKO,2,10,15,0.66,10,15,0.6666666666666666,0,0,0.0,0,0,0,10,15,0.6666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,6,10,0.6,4,5,0.8,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0.0
4220,Justin Buchholz,Corey Hill,7/5/2008,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Justin Buchholz,2,Submission,0,24,80,0.3,40,96,0.4166666666666667,0,0,0.0,1,1,1,13,56,0.23214285714285715,8,13,0.6153846153846154,3,11,0.2727272727272727,9,19,0.47368421052631576,0,0,0.0,15,61,0.2459016393442623,0,34,88,0.38,44,98,0.4489795918367347,2,2,1.0,0,1,0,27,77,0.35064935064935066,6,8,0.75,1,3,0.3333333333333333,12,18,0.6666666666666666,1,7,0.14285714285714285,21,63,0.3333333333333333
4221,Kendall Grove,Evan Tanner,6/21/2008,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Kendall Grove,3,Decision - Split,0,59,96,0.61,90,127,0.7086614173228346,0,0,0.0,1,1,0,47,84,0.5595238095238095,10,10,1.0,2,2,1.0,37,43,0.8604651162790697,0,0,0.0,22,53,0.41509433962264153,0,27,47,0.57,35,57,0.6140350877192983,3,8,0.37,0,1,0,15,35,0.42857142857142855,5,5,1.0,7,7,1.0,15,17,0.8823529411764706,3,6,0.5,9,24,0.375
4222,Amir Sadollah,CB Dollaway,6/21/2008,"Las Vegas, Nevada, USA",Middleweight,YES,3 Rnd (5-5-5),Amir Sadollah,1,Submission,0,2,5,0.4,5,8,0.625,0,0,0.0,2,0,0,0,2,0.0,2,3,0.6666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,2,5,0.4,0,6,16,0.37,11,22,0.5,1,1,1.0,0,1,0,4,13,0.3076923076923077,0,1,0.0,2,2,1.0,0,0,0.0,4,12,0.3333333333333333,2,4,0.5
4223,Diego Sanchez,Luigi Fioravanti,6/21/2008,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Diego Sanchez,3,KO/TKO,2,51,116,0.43,56,121,0.4628099173553719,0,8,0.0,1,1,0,41,105,0.3904761904761905,8,8,1.0,2,3,0.6666666666666666,13,22,0.5909090909090909,14,24,0.5833333333333334,24,70,0.34285714285714286,0,27,80,0.33,30,83,0.3614457831325301,1,3,0.33,1,0,0,18,67,0.26865671641791045,5,6,0.8333333333333334,4,7,0.5714285714285714,13,31,0.41935483870967744,0,0,0.0,14,49,0.2857142857142857
4224,Spencer Fisher,Jeremy Stephens,6/21/2008,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Spencer Fisher,3,Decision - Unanimous,0,56,104,0.53,132,201,0.6567164179104478,1,5,0.2,0,9,0,32,75,0.4266666666666667,15,19,0.7894736842105263,9,10,0.9,14,20,0.7,19,42,0.4523809523809524,23,42,0.5476190476190477,0,23,55,0.41,63,97,0.6494845360824743,2,4,0.5,3,0,0,15,43,0.3488372093023256,6,9,0.6666666666666666,2,3,0.6666666666666666,8,9,0.8888888888888888,6,11,0.5454545454545454,9,35,0.2571428571428571
4225,Matthew Riddle,Dante Rivera,6/21/2008,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Matthew Riddle,3,Decision - Unanimous,0,60,80,0.75,129,151,0.8543046357615894,5,6,0.83,2,4,0,15,25,0.6,26,34,0.7647058823529411,19,21,0.9047619047619048,42,51,0.8235294117647058,17,19,0.8947368421052632,1,10,0.1,0,34,64,0.53,64,95,0.6736842105263158,0,5,0.0,0,0,0,11,26,0.4230769230769231,19,34,0.5588235294117647,4,4,1.0,24,43,0.5581395348837209,1,3,0.3333333333333333,9,18,0.5
4226,Dustin Hazelett,Joshua Burkman,6/21/2008,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Dustin Hazelett,2,Submission,0,13,43,0.3,15,45,0.3333333333333333,1,1,1.0,3,0,1,9,36,0.25,4,7,0.5714285714285714,0,0,0.0,2,4,0.5,0,0,0.0,11,39,0.28205128205128205,0,34,60,0.56,44,70,0.6285714285714286,1,1,1.0,0,1,0,20,39,0.5128205128205128,7,11,0.6363636363636364,7,10,0.7,6,8,0.75,9,12,0.75,19,40,0.475
4227,Drew McFedries,Marvin Eastman,6/21/2008,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Drew McFedries,1,KO/TKO,1,19,32,0.59,22,35,0.6285714285714286,1,1,1.0,0,0,0,15,27,0.5555555555555556,3,3,1.0,1,2,0.5,15,23,0.6521739130434783,1,1,1.0,3,8,0.375,0,3,6,0.5,7,10,0.7,1,3,0.33,0,0,0,3,6,0.5,0,0,0.0,0,0,0.0,3,5,0.6,0,0,0.0,0,1,0.0
4228,Matt Brown,Matt Arroyo,6/21/2008,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Matt Brown,2,KO/TKO,0,32,65,0.49,53,95,0.5578947368421052,0,0,0.0,1,0,0,22,51,0.43137254901960786,9,13,0.6923076923076923,1,1,1.0,9,12,0.75,11,25,0.44,12,28,0.42857142857142855,0,26,64,0.4,34,76,0.4473684210526316,2,6,0.33,0,0,0,18,53,0.33962264150943394,3,5,0.6,5,6,0.8333333333333334,9,19,0.47368421052631576,3,4,0.75,14,41,0.34146341463414637
4229,Dean Lister,Jeremy Horn,6/21/2008,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Dean Lister,1,Submission,0,6,22,0.27,9,25,0.36,1,4,0.25,1,0,0,5,21,0.23809523809523808,0,0,0.0,1,1,1.0,0,2,0.0,1,2,0.5,5,18,0.2777777777777778,0,2,28,0.07,15,41,0.36585365853658536,0,0,0.0,0,1,0,2,27,0.07407407407407407,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,2,28,0.07142857142857142
4230,Rob Kimmons,Rob Yundt,6/21/2008,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Rob Kimmons,1,Submission,0,9,13,0.69,25,29,0.8620689655172413,1,1,1.0,4,1,0,9,13,0.6923076923076923,0,0,0.0,0,0,0.0,0,0,0.0,8,11,0.7272727272727273,1,2,0.5,0,5,6,0.83,45,46,0.9782608695652174,1,1,1.0,0,0,0,0,1,0.0,5,5,1.0,0,0,0.0,0,0,0.0,4,5,0.8,1,1,1.0
4231,Thiago Alves,Matt Hughes,6/7/2008,"London, England, United Kingdom",Welterweight,NO,3 Rnd (5-5-5),Thiago Alves,2,KO/TKO,1,10,16,0.62,24,31,0.7741935483870968,1,1,1.0,0,1,0,8,14,0.5714285714285714,2,2,1.0,0,0,0.0,2,2,1.0,5,8,0.625,3,6,0.5,0,9,13,0.69,18,22,0.8181818181818182,1,7,0.14,0,3,0,2,6,0.3333333333333333,0,0,0.0,7,7,1.0,0,0,0.0,9,10,0.9,0,3,0.0
4232,Michael Bisping,Jason Day,6/7/2008,"London, England, United Kingdom",Middleweight,NO,3 Rnd (5-5-5),Michael Bisping,1,KO/TKO,0,25,43,0.58,40,61,0.6557377049180327,2,2,1.0,0,3,0,18,36,0.5,3,3,1.0,4,4,1.0,4,5,0.8,17,25,0.68,4,13,0.3076923076923077,0,7,12,0.58,8,13,0.6153846153846154,0,0,0.0,0,0,0,3,7,0.42857142857142855,0,1,0.0,4,4,1.0,0,0,0.0,0,0,0.0,7,12,0.5833333333333334
4233,Mike Swick,Marcus Davis,6/7/2008,"London, England, United Kingdom",Welterweight,NO,3 Rnd (5-5-5),Mike Swick,3,Decision - Unanimous,0,32,86,0.37,71,131,0.5419847328244275,2,2,1.0,1,7,0,14,61,0.22950819672131148,13,20,0.65,5,5,1.0,9,20,0.45,17,45,0.37777777777777777,6,21,0.2857142857142857,0,31,55,0.56,82,107,0.7663551401869159,3,5,0.6,2,0,0,20,41,0.4878048780487805,3,4,0.75,8,10,0.8,14,17,0.8235294117647058,4,5,0.8,13,33,0.3939393939393939
4234,Thales Leites,Nate Marquardt,6/7/2008,"London, England, United Kingdom",Middleweight,NO,3 Rnd (5-5-5),Thales Leites,3,Decision - Split,1,13,45,0.28,33,66,0.5,0,1,0.0,2,4,0,12,41,0.2926829268292683,1,4,0.25,0,0,0.0,1,3,0.3333333333333333,4,7,0.5714285714285714,8,35,0.22857142857142856,0,35,72,0.48,49,88,0.5568181818181818,5,7,0.71,0,1,0,23,55,0.41818181818181815,8,13,0.6153846153846154,4,4,1.0,8,10,0.8,16,23,0.6956521739130435,11,39,0.28205128205128205
4235,Fabricio Werdum,Brandon Vera,6/7/2008,"London, England, United Kingdom",Heavyweight,NO,3 Rnd (5-5-5),Fabricio Werdum,1,KO/TKO,0,15,36,0.41,23,50,0.46,2,4,0.5,0,3,0,10,29,0.3448275862068966,2,3,0.6666666666666666,3,4,0.75,5,7,0.7142857142857143,8,18,0.4444444444444444,2,11,0.18181818181818182,0,15,22,0.68,20,27,0.7407407407407407,0,0,0.0,0,0,0,6,12,0.5,5,5,1.0,4,5,0.8,10,12,0.8333333333333334,2,2,1.0,3,8,0.375
4236,Martin Kampmann,Jorge Rivera,6/7/2008,"London, England, United Kingdom",Middleweight,NO,3 Rnd (5-5-5),Martin Kampmann,1,Submission,0,4,9,0.44,17,24,0.7083333333333334,1,1,1.0,2,2,0,2,7,0.2857142857142857,2,2,1.0,0,0,0.0,1,1,1.0,2,4,0.5,1,4,0.25,0,2,6,0.33,3,7,0.42857142857142855,0,0,0.0,1,0,0,0,4,0.0,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0.0,2,6,0.3333333333333333
4237,Matt Wiman,Thiago Tavares,6/7/2008,"London, England, United Kingdom",Lightweight,NO,3 Rnd (5-5-5),Matt Wiman,2,KO/TKO,1,18,34,0.52,54,73,0.7397260273972602,2,4,0.5,1,0,0,12,26,0.46153846153846156,6,7,0.8571428571428571,0,1,0.0,7,9,0.7777777777777778,3,3,1.0,8,22,0.36363636363636365,0,13,35,0.37,39,77,0.5064935064935064,1,3,0.33,3,0,1,11,32,0.34375,2,3,0.6666666666666666,0,0,0.0,6,9,0.6666666666666666,3,10,0.3,4,16,0.25
4238,Kevin Burns,Roan Carneiro,6/7/2008,"London, England, United Kingdom",Welterweight,NO,3 Rnd (5-5-5),Kevin Burns,2,Submission,0,8,13,0.61,55,61,0.9016393442622951,0,0,0.0,1,0,0,7,11,0.6363636363636364,0,1,0.0,1,1,1.0,1,1,1.0,3,3,1.0,4,9,0.4444444444444444,0,12,30,0.4,36,57,0.631578947368421,2,6,0.33,0,4,0,10,28,0.35714285714285715,1,1,1.0,1,1,1.0,0,0,0.0,10,23,0.43478260869565216,2,7,0.2857142857142857
4239,Luiz Cane,Jason Lambert,6/7/2008,"London, England, United Kingdom",Light Heavyweight,NO,3 Rnd (5-5-5),Luiz Cane,1,KO/TKO,3,15,28,0.53,28,41,0.6829268292682927,0,0,0.0,0,0,0,14,27,0.5185185185185185,0,0,0.0,1,1,1.0,3,8,0.375,2,2,1.0,10,18,0.5555555555555556,0,8,23,0.34,13,28,0.4642857142857143,0,2,0.0,0,0,0,4,18,0.2222222222222222,2,2,1.0,2,3,0.6666666666666666,4,4,1.0,0,0,0.0,4,19,0.21052631578947367
4240,Paul Taylor,Jess Liaudin,6/7/2008,"London, England, United Kingdom",Welterweight,NO,3 Rnd (5-5-5),Paul Taylor,3,Decision - Split,1,45,86,0.52,134,180,0.7444444444444445,1,1,1.0,0,1,1,24,64,0.375,12,12,1.0,9,10,0.9,22,28,0.7857142857142857,10,24,0.4166666666666667,13,34,0.38235294117647056,0,35,70,0.5,57,94,0.6063829787234043,7,13,0.53,1,1,0,27,61,0.4426229508196721,6,7,0.8571428571428571,2,2,1.0,14,20,0.7,5,7,0.7142857142857143,16,43,0.37209302325581395
4241,Antoni Hardonk,Eddie Sanchez,6/7/2008,"London, England, United Kingdom",Heavyweight,NO,3 Rnd (5-5-5),Antoni Hardonk,2,KO/TKO,1,48,75,0.64,51,78,0.6538461538461539,0,0,0.0,0,0,0,32,56,0.5714285714285714,8,10,0.8,8,9,0.8888888888888888,24,34,0.7058823529411765,0,0,0.0,24,41,0.5853658536585366,2,33,67,0.49,67,110,0.6090909090909091,2,4,0.5,0,3,0,32,66,0.48484848484848486,1,1,1.0,0,0,0.0,14,21,0.6666666666666666,1,2,0.5,18,44,0.4090909090909091
4242,BJ Penn,Sean Sherk,5/24/2008,"Las Vegas, Nevada, USA",Lightweight,YES,5 Rnd (5-5-5-5-5),BJ Penn,3,KO/TKO,1,122,175,0.69,130,183,0.7103825136612022,0,1,0.0,0,0,0,109,162,0.6728395061728395,11,11,1.0,2,2,1.0,9,10,0.9,3,3,1.0,110,162,0.6790123456790124,0,46,162,0.28,52,169,0.3076923076923077,0,2,0.0,0,0,0,26,142,0.18309859154929578,3,3,1.0,17,17,1.0,5,11,0.45454545454545453,0,0,0.0,41,151,0.271523178807947
4243,Wanderlei Silva,Keith Jardine,5/24/2008,"Las Vegas, Nevada, USA",Light Heavyweight,NO,3 Rnd (5-5-5),Wanderlei Silva,1,KO/TKO,2,11,18,0.61,11,18,0.6111111111111112,0,0,0.0,0,0,0,11,18,0.6111111111111112,0,0,0.0,0,0,0.0,0,0,0.0,6,8,0.75,5,10,0.5,0,1,4,0.25,1,4,0.25,0,0,0.0,0,0,0,0,3,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,4,0.25
4244,Goran Reljic,Wilson Gouveia,5/24/2008,"Las Vegas, Nevada, USA",Light Heavyweight,NO,3 Rnd (5-5-5),Goran Reljic,2,KO/TKO,1,33,63,0.52,39,74,0.527027027027027,0,0,0.0,0,0,0,27,53,0.5094339622641509,5,9,0.5555555555555556,1,1,1.0,0,0,0.0,11,19,0.5789473684210527,22,44,0.5,1,33,73,0.45,38,78,0.48717948717948717,0,0,0.0,0,0,0,22,59,0.3728813559322034,4,4,1.0,7,10,0.7,9,11,0.8181818181818182,7,19,0.3684210526315789,17,43,0.3953488372093023
4245,Lyoto Machida,Tito Ortiz,5/24/2008,"Las Vegas, Nevada, USA",Light Heavyweight,NO,3 Rnd (5-5-5),Lyoto Machida,3,Decision - Unanimous,1,41,60,0.68,67,87,0.7701149425287356,1,1,1.0,0,1,0,18,34,0.5294117647058824,6,7,0.8571428571428571,17,19,0.8947368421052632,1,1,1.0,6,12,0.5,34,47,0.723404255319149,0,16,53,0.3,39,76,0.5131578947368421,0,7,0.0,2,0,0,2,35,0.05714285714285714,11,11,1.0,3,7,0.42857142857142855,11,15,0.7333333333333333,0,0,0.0,5,38,0.13157894736842105
4246,Thiago Silva,Antonio Mendes,5/24/2008,"Las Vegas, Nevada, USA",Light Heavyweight,NO,3 Rnd (5-5-5),Thiago Silva,1,KO/TKO,0,19,23,0.82,20,24,0.8333333333333334,0,0,0.0,1,2,0,14,18,0.7777777777777778,5,5,1.0,0,0,0.0,3,3,1.0,15,18,0.8333333333333334,1,2,0.5,1,5,12,0.41,8,15,0.5333333333333333,1,2,0.5,0,0,0,1,8,0.125,4,4,1.0,0,0,0.0,3,5,0.6,0,1,0.0,2,6,0.3333333333333333
4247,Rousimar Palhares,Ivan Salaverry,5/24/2008,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Rousimar Palhares,1,Submission,0,0,0,0.0,2,2,1.0,1,1,1.0,3,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0
4248,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,5/24/2008,"Las Vegas, Nevada, USA",Light Heavyweight,NO,3 Rnd (5-5-5),Rameau Thierry Sokoudjou,1,KO/TKO,1,26,46,0.56,29,49,0.5918367346938775,0,0,0.0,0,0,0,7,27,0.25925925925925924,6,6,1.0,13,13,1.0,4,4,1.0,2,2,1.0,20,40,0.5,0,6,23,0.26,6,23,0.2608695652173913,0,0,0.0,0,0,0,1,18,0.05555555555555555,5,5,1.0,0,0,0.0,0,0,0.0,0,0,0.0,6,23,0.2608695652173913
4249,Rich Clementi,Terry Etim,5/24/2008,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Rich Clementi,3,Decision - Unanimous,0,20,47,0.42,171,244,0.7008196721311475,4,8,0.5,0,5,0,14,40,0.35,2,2,1.0,4,5,0.8,3,3,1.0,7,11,0.6363636363636364,10,33,0.30303030303030304,1,23,61,0.37,30,72,0.4166666666666667,0,0,0.0,1,0,0,13,46,0.2826086956521739,3,6,0.5,7,9,0.7777777777777778,4,7,0.5714285714285714,1,4,0.25,18,50,0.36
4250,Yoshiyuki Yoshida,Jon Koppenhaver,5/24/2008,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Yoshiyuki Yoshida,1,Submission,0,1,3,0.33,1,3,0.3333333333333333,1,1,1.0,1,1,0,1,3,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,3,0.3333333333333333,0,1,2,0.5,2,3,0.6666666666666666,0,0,0.0,0,0,0,0,1,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,2,0.5
4251,Dong Hyun Kim,Jason Tan,5/24/2008,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Dong Hyun Kim,3,KO/TKO,0,77,92,0.83,159,175,0.9085714285714286,3,3,1.0,0,10,0,74,89,0.8314606741573034,3,3,1.0,0,0,0.0,21,21,1.0,53,62,0.8548387096774194,3,9,0.3333333333333333,0,2,14,0.14,20,32,0.625,0,6,0.0,0,0,0,1,13,0.07692307692307693,0,0,0.0,1,1,1.0,0,1,0.0,0,0,0.0,2,13,0.15384615384615385
4252,Shane Carwin,Christian Wellisch,5/24/2008,"Las Vegas, Nevada, USA",Heavyweight,NO,3 Rnd (5-5-5),Shane Carwin,1,KO/TKO,1,5,14,0.35,5,14,0.35714285714285715,0,0,0.0,0,0,0,5,14,0.35714285714285715,0,0,0.0,0,0,0.0,0,0,0.0,2,2,1.0,3,12,0.25,0,2,11,0.18,2,11,0.18181818181818182,0,0,0.0,0,0,0,2,11,0.18181818181818182,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,11,0.18181818181818182
4253,Georges St-Pierre,Matt Serra,4/19/2008,"Montreal, Quebec, Canada",Welterweight,YES,5 Rnd (5-5-5-5-5),Georges St-Pierre,2,KO/TKO,0,42,54,0.77,129,143,0.9020979020979021,4,5,0.8,0,11,0,23,35,0.6571428571428571,19,19,1.0,0,0,0.0,2,2,1.0,30,40,0.75,10,12,0.8333333333333334,0,3,18,0.16,10,25,0.4,0,0,0.0,0,0,0,1,16,0.0625,1,1,1.0,1,1,1.0,1,3,0.3333333333333333,0,0,0.0,2,15,0.13333333333333333
4254,Rich Franklin,Travis Lutter,4/19/2008,"Montreal, Quebec, Canada",Middleweight,NO,3 Rnd (5-5-5),Rich Franklin,2,KO/TKO,1,28,43,0.65,56,75,0.7466666666666667,0,0,0.0,0,0,0,18,32,0.5625,9,10,0.9,1,1,1.0,10,11,0.9090909090909091,4,7,0.5714285714285714,14,25,0.56,0,1,9,0.11,9,18,0.5,1,9,0.11,1,3,0,1,9,0.1111111111111111,0,0,0.0,0,0,0.0,0,0,0.0,1,2,0.5,0,7,0.0
