,R_fighter,B_fighter,date,location,Weight Class,Championship Bout,Format,Winner,last_round,win_by,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_SIG_STR_pct,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TOTAL_STR_pct,R_TD,R_TD_ATT,R_TD_pct,R_SUB_ATT,R_PASS,R_REV,R_HEAD,R_HEAD_ATT,R_HEAD_pct,R_BODY,R_BODY_ATT,R_BODY_pct,R_LEG,R_LEG_ATT,R_LEG_pct,R_CLINCH,R_CLINCH_ATT,R_CLINCH_pct,R_GROUND,R_GROUND_ATT,R_GROUND_pct,R_DIST,R_DIST_ATT,R_DIST_pct,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_SIG_STR_pct,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TOTAL_STR_pct,B_TD,B_TD_ATT,B_TD_pct,B_SUB_ATT,B_PASS,B_REV,B_HEAD,B_HEAD_ATT,B_HEAD_pct,B_BODY,B_BODY_ATT,B_BODY_pct,B_LEG,B_LEG_ATT,B_LEG_pct,B_CLINCH,B_CLINCH_ATT,B_CLINCH_pct,B_GROUND,B_GROUND_ATT,B_GROUND_pct,B_DIST,B_DIST_ATT,B_DIST_pct
1402,Cortney Casey,Cristina Stanciu,7/13/2016,"Sioux Falls, South Dakota, USA",Women's Strawweight,NO,3 Rnd (5-5-5),Cortney Casey,1,KO/TKO,0,19,28,0.67,31,42,0.7380952380952381,2,2,1.0,0,3,0,18,26,0.6923076923076923,0,0,0.0,1,2,0.5,0,0,0.0,16,18,0.8888888888888888,3,10,0.3,0,5,12,0.41,5,12,0.4166666666666667,0,0,0.0,0,0,0,2,8,0.25,1,1,1.0,2,3,0.6666666666666666,1,1,1.0,0,0,0.0,4,11,0.36363636363636365
1403,Scott Holtzman,Cody Pfister,7/13/2016,"Sioux Falls, South Dakota, USA",Lightweight,NO,3 Rnd (5-5-5),Scott Holtzman,3,Decision - Unanimous,1,53,99,0.53,120,177,0.6779661016949152,3,3,1.0,1,5,1,34,78,0.4358974358974359,13,15,0.8666666666666667,6,6,1.0,12,14,0.8571428571428571,12,16,0.75,29,69,0.42028985507246375,0,28,93,0.3,55,124,0.4435483870967742,1,9,0.11,0,1,2,24,88,0.2727272727272727,4,5,0.8,0,0,0.0,7,12,0.5833333333333334,4,6,0.6666666666666666,17,75,0.22666666666666666
1404,Rani Yahya,Matthew Lopez,7/13/2016,"Sioux Falls, South Dakota, USA",Bantamweight,NO,3 Rnd (5-5-5),Rani Yahya,3,Submission,0,40,75,0.53,109,148,0.7364864864864865,3,6,0.5,1,5,0,28,61,0.45901639344262296,6,8,0.75,6,6,1.0,1,2,0.5,14,20,0.7,25,53,0.4716981132075472,0,14,34,0.41,26,46,0.5652173913043478,1,1,1.0,2,0,1,7,27,0.25925925925925924,3,3,1.0,4,4,1.0,0,1,0.0,1,1,1.0,13,32,0.40625
1405,Devin Clark,Alex Nicholson,7/13/2016,"Sioux Falls, South Dakota, USA",Middleweight,NO,3 Rnd (5-5-5),Alex Nicholson,1,KO/TKO,1,14,20,0.7,30,37,0.8108108108108109,1,1,1.0,1,2,0,7,13,0.5384615384615384,7,7,1.0,0,0,0.0,3,4,0.75,3,4,0.75,8,12,0.6666666666666666,1,18,31,0.58,20,33,0.6060606060606061,0,0,0.0,0,0,0,6,18,0.3333333333333333,5,5,1.0,7,8,0.875,3,4,0.75,3,3,1.0,12,24,0.5
1406,Miesha Tate,Amanda Nunes,7/9/2016,"Las Vegas, Nevada, USA",Women's Bantamweight,YES,5 Rnd (5-5-5-5-5),Amanda Nunes,1,Submission,0,3,15,0.2,3,15,0.2,0,5,0.0,0,0,0,2,12,0.16666666666666666,1,2,0.5,0,1,0.0,0,1,0.0,0,0,0.0,3,14,0.21428571428571427,0,40,63,0.63,40,63,0.6349206349206349,0,0,0.0,1,1,0,35,54,0.6481481481481481,3,5,0.6,2,4,0.5,3,5,0.6,7,8,0.875,30,50,0.6
1407,Brock Lesnar,Mark Hunt,7/9/2016,"Las Vegas, Nevada, USA",Heavyweight,NO,3 Rnd (5-5-5),NA,3,Overturned,0,51,75,0.68,137,167,0.8203592814371258,4,8,0.5,0,4,0,47,71,0.6619718309859155,2,2,1.0,2,2,1.0,1,1,1.0,43,54,0.7962962962962963,7,20,0.35,0,13,32,0.4,46,68,0.6764705882352942,0,0,0.0,0,0,0,12,31,0.3870967741935484,1,1,1.0,0,0,0.0,0,0,0.0,2,2,1.0,11,30,0.36666666666666664
1408,Daniel Cormier,Anderson Silva,7/9/2016,"Las Vegas, Nevada, USA",Light Heavyweight,NO,3 Rnd (5-5-5),Daniel Cormier,3,Decision - Unanimous,0,33,64,0.51,153,208,0.7355769230769231,3,3,1.0,0,3,0,27,56,0.48214285714285715,2,4,0.5,4,4,1.0,0,0,0.0,18,26,0.6923076923076923,15,38,0.39473684210526316,0,17,43,0.39,30,56,0.5357142857142857,0,0,0.0,0,0,0,9,30,0.3,4,7,0.5714285714285714,4,6,0.6666666666666666,1,1,1.0,0,0,0.0,16,42,0.38095238095238093
1409,Jose Aldo,Frankie Edgar,7/9/2016,"Las Vegas, Nevada, USA",Featherweight,YES,5 Rnd (5-5-5-5-5),Jose Aldo,5,Decision - Unanimous,0,80,192,0.41,81,193,0.41968911917098445,0,0,0.0,0,0,0,68,174,0.39080459770114945,8,14,0.5714285714285714,4,4,1.0,1,2,0.5,0,0,0.0,79,190,0.41578947368421054,0,79,264,0.29,81,267,0.30337078651685395,0,11,0.0,0,0,0,42,213,0.19718309859154928,14,25,0.56,23,26,0.8846153846153846,7,10,0.7,0,0,0.0,72,254,0.28346456692913385
1410,Cain Velasquez,Travis Browne,7/9/2016,"Las Vegas, Nevada, USA",Heavyweight,NO,3 Rnd (5-5-5),Cain Velasquez,1,KO/TKO,1,50,79,0.63,90,124,0.7258064516129032,1,3,0.33,0,1,0,35,63,0.5555555555555556,5,6,0.8333333333333334,10,10,1.0,5,8,0.625,17,22,0.7727272727272727,28,49,0.5714285714285714,0,6,27,0.22,6,27,0.2222222222222222,0,0,0.0,0,0,0,5,26,0.19230769230769232,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,6,27,0.2222222222222222
1411,Cat Zingano,Julianna Pena,7/9/2016,"Las Vegas, Nevada, USA",Women's Bantamweight,NO,3 Rnd (5-5-5),Julianna Pena,3,Decision - Unanimous,0,11,23,0.47,23,37,0.6216216216216216,3,4,0.75,0,2,2,6,18,0.3333333333333333,4,4,1.0,1,1,1.0,2,3,0.6666666666666666,6,8,0.75,3,12,0.25,0,12,21,0.57,129,150,0.86,2,3,0.66,1,6,1,8,17,0.47058823529411764,4,4,1.0,0,0,0.0,2,3,0.6666666666666666,9,11,0.8181818181818182,1,7,0.14285714285714285
1412,Johny Hendricks,Kelvin Gastelum,7/9/2016,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Kelvin Gastelum,3,Decision - Unanimous,0,70,157,0.44,90,177,0.5084745762711864,1,5,0.2,0,0,0,51,134,0.3805970149253731,5,7,0.7142857142857143,14,16,0.875,12,22,0.5454545454545454,0,0,0.0,58,135,0.42962962962962964,0,124,249,0.49,134,259,0.5173745173745173,0,1,0.0,0,0,0,89,211,0.4218009478672986,19,22,0.8636363636363636,16,16,1.0,10,14,0.7142857142857143,0,0,0.0,114,235,0.4851063829787234
1413,TJ Dillashaw,Raphael Assuncao,7/9/2016,"Las Vegas, Nevada, USA",Bantamweight,NO,3 Rnd (5-5-5),TJ Dillashaw,3,Decision - Unanimous,0,64,195,0.32,72,205,0.35121951219512193,1,5,0.2,0,1,0,33,152,0.21710526315789475,10,16,0.625,21,27,0.7777777777777778,2,4,0.5,1,1,1.0,61,190,0.32105263157894737,0,49,140,0.35,52,143,0.36363636363636365,0,2,0.0,0,0,0,25,101,0.24752475247524752,11,17,0.6470588235294118,13,22,0.5909090909090909,3,12,0.25,0,0,0.0,46,128,0.359375
1414,Sage Northcutt,Enrique Marin,7/9/2016,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Sage Northcutt,3,Decision - Unanimous,0,41,66,0.62,106,135,0.7851851851851852,0,2,0.0,1,2,1,36,59,0.6101694915254238,3,5,0.6,2,2,1.0,13,17,0.7647058823529411,14,16,0.875,14,33,0.42424242424242425,0,16,36,0.44,26,48,0.5416666666666666,4,10,0.4,2,4,0,12,32,0.375,2,2,1.0,2,2,1.0,2,3,0.6666666666666666,2,2,1.0,12,31,0.3870967741935484
1415,Diego Sanchez,Joe Lauzon,7/9/2016,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Joe Lauzon,1,KO/TKO,0,6,10,0.6,7,11,0.6363636363636364,0,0,0.0,0,0,0,3,7,0.42857142857142855,2,2,1.0,1,1,1.0,1,2,0.5,0,0,0.0,5,8,0.625,1,22,33,0.66,28,40,0.7,0,0,0.0,0,0,0,22,33,0.6666666666666666,0,0,0.0,0,0,0.0,14,19,0.7368421052631579,2,4,0.5,6,10,0.6
1416,Gegard Mousasi,Thiago Santos,7/9/2016,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Gegard Mousasi,1,KO/TKO,1,21,34,0.61,39,55,0.7090909090909091,2,2,1.0,0,2,0,16,28,0.5714285714285714,3,3,1.0,2,3,0.6666666666666666,3,4,0.75,10,11,0.9090909090909091,8,19,0.42105263157894735,0,5,13,0.38,5,13,0.38461538461538464,0,0,0.0,0,0,0,3,7,0.42857142857142855,0,2,0.0,2,4,0.5,0,0,0.0,1,1,1.0,4,12,0.3333333333333333
1417,Jim Miller,Takanori Gomi,7/9/2016,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Jim Miller,1,KO/TKO,0,8,26,0.3,13,32,0.40625,1,1,1.0,0,1,0,8,26,0.3076923076923077,0,0,0.0,0,0,0.0,0,0,0.0,7,18,0.3888888888888889,1,8,0.125,0,1,5,0.2,1,5,0.2,0,0,0.0,0,0,0,0,4,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,5,0.2
1418,Joanna Jedrzejczyk,Claudia Gadelha,7/8/2016,"Las Vegas, Nevada, USA",Women's Strawweight,YES,5 Rnd (5-5-5-5-5),Joanna Jedrzejczyk,5,Decision - Unanimous,0,176,330,0.53,194,351,0.5527065527065527,1,2,0.5,0,0,0,112,256,0.4375,35,39,0.8974358974358975,29,35,0.8285714285714286,28,37,0.7567567567567568,2,2,1.0,146,291,0.5017182130584192,1,63,150,0.42,101,191,0.5287958115183246,4,13,0.3,0,5,0,57,136,0.41911764705882354,5,11,0.45454545454545453,1,3,0.3333333333333333,10,15,0.6666666666666666,7,9,0.7777777777777778,46,126,0.36507936507936506
1419,Andrew Sanchez,Khalil Rountree Jr.,7/8/2016,"Las Vegas, Nevada, USA",Light Heavyweight,YES,3 Rnd + OT (5-5-5-5),Andrew Sanchez,3,Decision - Unanimous,0,31,43,0.72,118,159,0.7421383647798742,6,12,0.5,0,5,0,23,33,0.696969696969697,5,7,0.7142857142857143,3,3,1.0,0,0,0.0,21,25,0.84,10,18,0.5555555555555556,0,14,27,0.51,58,76,0.7631578947368421,0,0,0.0,0,0,0,13,25,0.52,1,2,0.5,0,0,0.0,3,3,1.0,6,6,1.0,5,18,0.2777777777777778
1420,Tatiana Suarez,Amanda Cooper,7/8/2016,"Las Vegas, Nevada, USA",Women's Strawweight,YES,3 Rnd + OT (5-5-5-5),Tatiana Suarez,1,Submission,0,16,19,0.84,38,43,0.8837209302325582,3,3,1.0,1,0,0,15,18,0.8333333333333334,1,1,1.0,0,0,0.0,0,0,0.0,15,17,0.8823529411764706,1,2,0.5,0,1,4,0.25,4,7,0.5714285714285714,0,0,0.0,2,0,1,1,4,0.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,4,0.25
1421,Ross Pearson,Will Brooks,7/8/2016,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Will Brooks,3,Decision - Unanimous,0,54,115,0.46,76,140,0.5428571428571428,0,2,0.0,0,0,0,15,65,0.23076923076923078,29,39,0.7435897435897436,10,11,0.9090909090909091,23,27,0.8518518518518519,0,1,0.0,31,87,0.3563218390804598,0,80,150,0.53,116,190,0.6105263157894737,1,6,0.16,0,1,0,36,99,0.36363636363636365,32,38,0.8421052631578947,12,13,0.9230769230769231,32,38,0.8421052631578947,5,6,0.8333333333333334,43,106,0.4056603773584906
1422,Dooho Choi,Thiago Tavares,7/8/2016,"Las Vegas, Nevada, USA",Featherweight,NO,3 Rnd (5-5-5),Dooho Choi,1,KO/TKO,1,4,7,0.57,6,11,0.5454545454545454,0,0,0.0,0,0,0,4,7,0.5714285714285714,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,3,6,0.5,0,2,5,0.4,13,17,0.7647058823529411,2,2,1.0,0,0,0,0,2,0.0,1,2,0.5,1,1,1.0,2,2,1.0,0,0,0.0,0,3,0.0
1423,Joaquim Silva,Andrew Holbrook,7/8/2016,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Joaquim Silva,1,KO/TKO,1,6,8,0.75,6,8,0.75,0,1,0.0,0,0,0,6,8,0.75,0,0,0.0,0,0,0.0,0,0,0.0,5,5,1.0,1,3,0.3333333333333333,0,2,3,0.66,2,3,0.6666666666666666,0,0,0.0,0,0,0,1,2,0.5,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0.0,1,2,0.5
1424,Gray Maynard,Fernando Bruno,7/8/2016,"Las Vegas, Nevada, USA",Featherweight,NO,3 Rnd (5-5-5),Gray Maynard,3,Decision - Unanimous,0,30,71,0.42,42,85,0.49411764705882355,3,7,0.42,1,3,1,18,58,0.3103448275862069,8,9,0.8888888888888888,4,4,1.0,9,19,0.47368421052631576,8,11,0.7272727272727273,13,41,0.3170731707317073,0,32,101,0.31,47,119,0.3949579831932773,2,7,0.28,1,0,0,26,85,0.3058823529411765,6,16,0.375,0,0,0.0,5,18,0.2777777777777778,0,0,0.0,27,83,0.3253012048192771
1425,John Moraga,Matheus Nicolau,7/8/2016,"Las Vegas, Nevada, USA",Flyweight,NO,3 Rnd (5-5-5),Matheus Nicolau,3,Decision - Split,0,31,113,0.27,33,115,0.28695652173913044,0,2,0.0,0,0,0,19,95,0.2,2,6,0.3333333333333333,10,12,0.8333333333333334,0,0,0.0,0,0,0.0,31,113,0.2743362831858407,0,41,85,0.48,53,98,0.5408163265306123,0,1,0.0,0,1,0,13,46,0.2826086956521739,12,21,0.5714285714285714,16,18,0.8888888888888888,0,0,0.0,0,0,0.0,41,85,0.4823529411764706
1426,Cory Hendricks,Josh Stansbury,7/8/2016,"Las Vegas, Nevada, USA",Light Heavyweight,NO,3 Rnd (5-5-5),Josh Stansbury,3,Decision - Majority,0,47,118,0.39,52,124,0.41935483870967744,0,2,0.0,0,0,0,23,83,0.27710843373493976,17,26,0.6538461538461539,7,9,0.7777777777777778,10,14,0.7142857142857143,0,1,0.0,37,103,0.3592233009708738,0,61,107,0.57,153,203,0.7536945812807881,0,2,0.0,0,5,0,47,89,0.5280898876404494,7,11,0.6363636363636364,7,7,1.0,9,11,0.8181818181818182,15,22,0.6818181818181818,37,74,0.5
1427,Cezar Ferreira,Anthony Smith,7/8/2016,"Las Vegas, Nevada, USA",Middleweight,NO,3 Rnd (5-5-5),Cezar Ferreira,3,Decision - Unanimous,0,30,51,0.58,120,148,0.8108108108108109,6,6,1.0,0,3,0,17,35,0.4857142857142857,6,8,0.75,7,8,0.875,1,1,1.0,6,9,0.6666666666666666,23,41,0.5609756097560976,0,33,63,0.52,41,71,0.5774647887323944,0,0,0.0,1,0,0,22,45,0.4888888888888889,6,13,0.46153846153846156,5,5,1.0,6,7,0.8571428571428571,1,2,0.5,26,54,0.48148148148148145
1428,Jake Matthews,Kevin Lee,7/8/2016,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Kevin Lee,1,KO/TKO,0,5,13,0.38,5,13,0.38461538461538464,0,0,0.0,0,0,0,4,11,0.36363636363636365,1,2,0.5,0,0,0.0,1,2,0.5,0,0,0.0,4,11,0.36363636363636365,0,24,38,0.63,36,51,0.7058823529411765,1,2,0.5,0,2,0,21,35,0.6,3,3,1.0,0,0,0.0,2,3,0.6666666666666666,20,29,0.6896551724137931,2,6,0.3333333333333333
1429,Li Jingliang,Anton Zafir,7/8/2016,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Li Jingliang,1,KO/TKO,0,6,15,0.4,11,20,0.55,1,1,1.0,0,1,1,5,13,0.38461538461538464,0,1,0.0,1,1,1.0,0,0,0.0,5,5,1.0,1,10,0.1,0,5,9,0.55,15,19,0.7894736842105263,2,2,1.0,0,1,0,1,5,0.2,1,1,1.0,3,3,1.0,1,1,1.0,0,0,0.0,4,8,0.5
1430,Rafael Dos Anjos,Eddie Alvarez,7/7/2016,"Las Vegas, Nevada, USA",Lightweight,YES,5 Rnd (5-5-5-5-5),Eddie Alvarez,1,KO/TKO,0,12,41,0.29,12,41,0.2926829268292683,0,1,0.0,0,0,0,9,38,0.23684210526315788,2,2,1.0,1,1,1.0,2,3,0.6666666666666666,0,0,0.0,10,38,0.2631578947368421,0,45,78,0.57,49,83,0.5903614457831325,1,3,0.33,0,0,0,34,67,0.5074626865671642,8,8,1.0,3,3,1.0,22,30,0.7333333333333333,3,3,1.0,20,45,0.4444444444444444
1431,Roy Nelson,Derrick Lewis,7/7/2016,"Las Vegas, Nevada, USA",Heavyweight,NO,3 Rnd (5-5-5),Derrick Lewis,3,Decision - Split,0,4,19,0.21,66,89,0.7415730337078652,7,10,0.7,0,5,0,3,18,0.16666666666666666,0,0,0.0,1,1,1.0,2,3,0.6666666666666666,0,1,0.0,2,15,0.13333333333333333,0,37,73,0.5,39,75,0.52,0,0,0.0,0,0,0,25,60,0.4166666666666667,11,12,0.9166666666666666,1,1,1.0,21,27,0.7777777777777778,0,0,0.0,16,46,0.34782608695652173
1432,Alan Jouban,Belal Muhammad,7/7/2016,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Alan Jouban,3,Decision - Unanimous,3,86,169,0.5,105,191,0.5497382198952879,0,0,0.0,0,2,0,46,120,0.38333333333333336,20,26,0.7692307692307693,20,23,0.8695652173913043,5,6,0.8333333333333334,16,27,0.5925925925925926,65,136,0.47794117647058826,0,77,199,0.38,108,239,0.45188284518828453,2,8,0.25,0,0,0,71,190,0.3736842105263158,3,3,1.0,3,6,0.5,5,9,0.5555555555555556,3,5,0.6,69,185,0.372972972972973
1433,Joe Duffy,Mitch Clarke,7/7/2016,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Joe Duffy,1,Submission,1,3,7,0.42,3,7,0.42857142857142855,0,0,0.0,1,2,0,3,7,0.42857142857142855,0,0,0.0,0,0,0.0,0,0,0.0,2,5,0.4,1,2,0.5,0,1,4,0.25,1,4,0.25,0,0,0.0,0,0,0,0,2,0.0,0,0,0.0,1,2,0.5,0,0,0.0,0,0,0.0,1,4,0.25
1434,Mike Pyle,Alberto Mina,7/7/2016,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Alberto Mina,2,KO/TKO,0,2,12,0.16,5,15,0.3333333333333333,0,0,0.0,1,0,0,0,9,0.0,0,0,0.0,2,3,0.6666666666666666,0,3,0.0,0,0,0.0,2,9,0.2222222222222222,1,16,43,0.37,27,57,0.47368421052631576,2,2,1.0,0,0,0,12,36,0.3333333333333333,1,3,0.3333333333333333,3,4,0.75,0,0,0.0,9,19,0.47368421052631576,7,24,0.2916666666666667
1435,John Makdessi,Mehdi Baghdad,7/7/2016,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),John Makdessi,3,Decision - Split,0,84,152,0.55,110,182,0.6043956043956044,0,1,0.0,0,0,0,31,85,0.36470588235294116,27,37,0.7297297297297297,26,30,0.8666666666666667,3,10,0.3,2,6,0.3333333333333333,79,136,0.5808823529411765,1,60,193,0.31,64,197,0.3248730964467005,0,1,0.0,0,0,0,32,151,0.2119205298013245,8,19,0.42105263157894735,20,23,0.8695652173913043,3,8,0.375,3,3,1.0,54,182,0.2967032967032967
1436,Anthony Birchak,Dileno Lopes,7/7/2016,"Las Vegas, Nevada, USA",Bantamweight,NO,3 Rnd (5-5-5),Anthony Birchak,3,Decision - Split,0,41,112,0.36,101,175,0.5771428571428572,0,0,0.0,0,0,0,16,74,0.21621621621621623,18,29,0.6206896551724138,7,9,0.7777777777777778,9,21,0.42857142857142855,2,5,0.4,30,86,0.3488372093023256,0,25,87,0.28,35,98,0.35714285714285715,2,12,0.16,0,2,0,22,74,0.2972972972972973,2,10,0.2,1,3,0.3333333333333333,7,12,0.5833333333333334,0,0,0.0,18,75,0.24
1437,Russell Doane,Pedro Munhoz,7/7/2016,"Las Vegas, Nevada, USA",Bantamweight,NO,3 Rnd (5-5-5),Pedro Munhoz,1,Submission,0,18,41,0.43,18,41,0.43902439024390244,0,0,0.0,0,0,0,11,30,0.36666666666666664,6,10,0.6,1,1,1.0,1,1,1.0,0,0,0.0,17,40,0.425,0,14,25,0.56,14,25,0.56,1,2,0.5,1,0,0,8,16,0.5,3,5,0.6,3,4,0.75,0,1,0.0,0,0,0.0,14,24,0.5833333333333334
1438,Felipe Arantes,Jerrod Sanders,7/7/2016,"Las Vegas, Nevada, USA",Bantamweight,NO,3 Rnd (5-5-5),Felipe Arantes,2,Submission,0,3,9,0.33,5,11,0.45454545454545453,0,0,0.0,1,0,0,1,6,0.16666666666666666,0,1,0.0,2,2,1.0,0,0,0.0,0,1,0.0,3,8,0.375,0,6,10,0.6,32,50,0.64,1,3,0.33,0,1,1,6,10,0.6,0,0,0.0,0,0,0.0,0,0,0.0,6,9,0.6666666666666666,0,1,0.0
1439,Gilbert Burns,Lukasz Sajewski,7/7/2016,"Las Vegas, Nevada, USA",Lightweight,NO,3 Rnd (5-5-5),Gilbert Burns,1,Submission,0,13,30,0.43,16,34,0.47058823529411764,1,5,0.2,1,1,0,8,23,0.34782608695652173,5,7,0.7142857142857143,0,0,0.0,4,5,0.8,3,4,0.75,6,21,0.2857142857142857,0,14,30,0.46,15,31,0.4838709677419355,0,1,0.0,0,0,0,8,21,0.38095238095238093,5,8,0.625,1,1,1.0,2,5,0.4,0,0,0.0,12,25,0.48
1440,Marco Beltran,Reginaldo Vieira,7/7/2016,"Las Vegas, Nevada, USA",Bantamweight,NO,3 Rnd (5-5-5),Marco Beltran,2,Submission,1,20,48,0.41,31,60,0.5166666666666667,0,0,0.0,1,1,0,15,40,0.375,4,6,0.6666666666666666,1,2,0.5,11,14,0.7857142857142857,2,4,0.5,7,30,0.23333333333333334,0,20,56,0.35,35,72,0.4861111111111111,3,4,0.75,0,0,0,10,43,0.23255813953488372,8,10,0.8,2,3,0.6666666666666666,6,7,0.8571428571428571,4,6,0.6666666666666666,10,43,0.23255813953488372
1441,Vicente Luque,Alvaro Herrera,7/7/2016,"Las Vegas, Nevada, USA",Welterweight,NO,3 Rnd (5-5-5),Vicente Luque,2,Submission,0,25,54,0.46,51,87,0.5862068965517241,4,5,0.8,1,4,0,14,38,0.3684210526315789,3,6,0.5,8,10,0.8,2,3,0.6666666666666666,10,20,0.5,13,31,0.41935483870967744,0,12,26,0.46,13,27,0.48148148148148145,0,0,0.0,0,0,0,8,21,0.38095238095238093,3,4,0.75,1,1,1.0,3,3,1.0,0,0,0.0,9,23,0.391304347826087
1442,Rory MacDonald,Stephen Thompson,6/18/2016,"Ottawa, Ontario, Canada",Welterweight,NO,5 Rnd (5-5-5-5-5),Stephen Thompson,5,Decision - Unanimous,0,61,152,0.4,62,153,0.40522875816993464,0,2,0.0,0,0,0,50,137,0.36496350364963503,10,14,0.7142857142857143,1,1,1.0,11,13,0.8461538461538461,3,4,0.75,47,135,0.34814814814814815,0,110,259,0.42,124,274,0.45255474452554745,0,0,0.0,0,0,0,71,208,0.34134615384615385,23,34,0.6764705882352942,16,17,0.9411764705882353,8,12,0.6666666666666666,5,5,1.0,97,242,0.40082644628099173
1443,Donald Cerrone,Patrick Cote,6/18/2016,"Ottawa, Ontario, Canada",Welterweight,NO,3 Rnd (5-5-5),Donald Cerrone,3,KO/TKO,3,73,119,0.61,92,140,0.6571428571428571,2,3,0.66,1,2,0,42,83,0.5060240963855421,14,18,0.7777777777777778,17,18,0.9444444444444444,8,13,0.6153846153846154,17,20,0.85,48,86,0.5581395348837209,0,46,93,0.49,57,111,0.5135135135135135,0,2,0.0,0,0,0,17,54,0.3148148148148148,17,25,0.68,12,14,0.8571428571428571,1,2,0.5,0,0,0.0,45,91,0.4945054945054945
1444,Steve Bosse,Sean O'Connell,6/18/2016,"Ottawa, Ontario, Canada",Light Heavyweight,NO,3 Rnd (5-5-5),Steve Bosse,3,Decision - Unanimous,0,93,172,0.54,120,202,0.594059405940594,1,3,0.33,0,3,0,76,150,0.5066666666666667,12,14,0.8571428571428571,5,8,0.625,15,18,0.8333333333333334,22,37,0.5945945945945946,56,117,0.47863247863247865,1,84,167,0.5,124,209,0.5933014354066986,0,3,0.0,0,1,0,63,143,0.4405594405594406,17,19,0.8947368421052632,4,5,0.8,11,15,0.7333333333333333,9,17,0.5294117647058824,64,135,0.4740740740740741
1445,Olivier Aubin-Mercier,Thibault Gouti,6/18/2016,"Ottawa, Ontario, Canada",Lightweight,NO,3 Rnd (5-5-5),Olivier Aubin-Mercier,3,Submission,0,44,61,0.72,74,95,0.7789473684210526,3,8,0.37,1,5,0,38,55,0.6909090909090909,6,6,1.0,0,0,0.0,1,3,0.3333333333333333,21,23,0.9130434782608695,22,35,0.6285714285714286,0,29,69,0.42,63,105,0.6,0,0,0.0,0,1,1,24,62,0.3870967741935484,3,5,0.6,2,2,1.0,4,9,0.4444444444444444,11,12,0.9166666666666666,14,48,0.2916666666666667
1446,Valerie Letourneau,Joanne Calderwood,6/18/2016,"Ottawa, Ontario, Canada",Women's Flyweight,NO,3 Rnd (5-5-5),Joanne Calderwood,3,KO/TKO,0,80,143,0.55,95,162,0.5864197530864198,0,0,0.0,0,0,0,50,107,0.4672897196261682,19,21,0.9047619047619048,11,15,0.7333333333333333,19,22,0.8636363636363636,3,3,1.0,58,118,0.4915254237288136,2,115,208,0.55,142,239,0.5941422594142259,3,6,0.5,0,1,0,58,127,0.4566929133858268,19,35,0.5428571428571428,38,46,0.8260869565217391,10,15,0.6666666666666666,9,17,0.5294117647058824,96,176,0.5454545454545454
1447,Jason Saggo,Leandro Silva,6/18/2016,"Ottawa, Ontario, Canada",Lightweight,NO,3 Rnd (5-5-5),Jason Saggo,3,Decision - Split,0,48,132,0.36,75,160,0.46875,1,2,0.5,0,2,0,29,94,0.30851063829787234,6,17,0.35294117647058826,13,21,0.6190476190476191,0,2,0.0,11,12,0.9166666666666666,37,118,0.3135593220338983,0,47,99,0.47,61,115,0.5304347826086957,2,3,0.66,0,0,0,31,77,0.4025974025974026,6,10,0.6,10,12,0.8333333333333334,2,3,0.6666666666666666,5,9,0.5555555555555556,40,87,0.45977011494252873
1448,Misha Cirkunov,Ion Cutelaba,6/18/2016,"Ottawa, Ontario, Canada",Light Heavyweight,NO,3 Rnd (5-5-5),Misha Cirkunov,3,Submission,0,44,94,0.46,55,106,0.5188679245283019,1,3,0.33,1,1,0,36,78,0.46153846153846156,7,15,0.4666666666666667,1,1,1.0,9,13,0.6923076923076923,0,0,0.0,35,81,0.43209876543209874,0,24,115,0.2,25,116,0.21551724137931033,0,1,0.0,0,1,0,12,93,0.12903225806451613,7,17,0.4117647058823529,5,5,1.0,3,4,0.75,1,1,1.0,20,110,0.18181818181818182
